# Program:featureCounts v2.0.2; Command:"/Applications/software_bioinformatics/subread-2.0.2-macOS-x86_64/bin/featureCounts" "-T" "8" "-p" "-a" "/Users/rashmirao/Documents/Sidra_Externship/nextflow/RNA_seq_analysis_pc_version/raw_data/S288C_reference_genome_R64-5-1_20240529/yeast.gtf" "-o" "FeatureCounts.txt" "results_star/SRR18396493Aligned.sortedByCoord.out.bam" "results_star/SRR18396494Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results_star/SRR18396493Aligned.sortedByCoord.out.bam	results_star/SRR18396494Aligned.sortedByCoord.out.bam
YGR219W	chrVII	936035	936376	+	342	0	1
YGL247W	chrVII	36933	37526	+	594	903	428
YGR170W	chrVII	837142	840558	+	3417	3306	2561
YGR246C	chrVII	982482	984272	-	1791	1157	726
YGL183C	chrVII;chrVII	156543;157283	157199;157285	-;-	660	181	135
YGR160W	chrVII	807073	807684	+	612	5	5
YGR204C-A	chrVII	909061	909174	-	114	121	44
YGR039W	chrVII	574888	575199	+	312	122	69
YGL059W	chrVII	392223	393698	+	1476	3815	2466
YGL123W	chrVII	277617	278381	+	765	1310	725
YGL099W	chrVII	314631	316553	+	1923	939	593
YGR102C	chrVII	694584	695135	-	552	2596	1922
YGL233W	chrVII	59122	61854	+	2733	1608	905
YGL072C	chrVII	371003	371362	-	360	6	1
YGL056C	chrVII	396035	397618	-	1584	5547	4123
YGR104C	chrVII	697445	698368	-	924	1173	773
YGR240C	chrVII	970771	973734	-	2964	10389	8638
YGR243W	chrVII	977336	977776	+	441	63668	35183
YGR275W	chrVII	1043276	1043749	+	474	1430	1458
YGL088W	chrVII	345836	346201	+	366	0	0
YGR020C	chrVII	526973	527329	-	357	1188	722
YGR100W	chrVII	690245	693097	+	2853	3091	2119
YGR231C	chrVII	952548	953480	-	933	4826	3362
YGR215W	chrVII	922175	922507	+	333	1093	766
YGR018C	chrVII	524365	524694	-	330	8	2
YGL152C	chrVII	216692	217369	-	678	0	0
YGL212W	chrVII	91432	92382	+	951	753	638
YGL066W	chrVII	377609	379582	+	1974	2501	1753
YGL060W	chrVII	390065	391990	+	1926	501	357
YGL185C	chrVII	153167	154306	-	1140	1192	858
YGR145W	chrVII	781767	783890	+	2124	1509	1055
YGL011C	chrVII	474489	475247	-	759	2738	2101
YGR147C	chrVII	786054	786920	-	867	3883	2391
YGR036C	chrVII	558149	558868	-	720	382	257
YGL122C	chrVII	278946	280523	-	1578	5584	3737
YGL261C	chrVII	6290	6652	-	363	0	0
YGL041C	chrVII	419022	419225	-	204	0	0
YGR099W	chrVII	687899	689965	+	2067	396	281
YGR046W	chrVII	584895	586052	+	1158	7001	5046
YGL188C-A	chrVII	148824	148964	-	141	68	46
YGR216C	chrVII	922633	924462	-	1830	870	501
tG(UCC)G	chrVII	779616	779687	+	72	4	0
YGR047C	chrVII	586392	589469	-	3078	1500	1724
YGR238C	chrVII	966039	968687	-	2649	1354	904
YGR282C	chrVII	1057783	1058724	-	942	5842	3619
YGL132W	chrVII	261580	261915	+	336	35	13
tA(AGC)G	chrVII	774349	774421	+	73	1	0
YGR169C	chrVII	834689	835903	-	1215	236	217
YGR063C	chrVII	617516	617824	-	309	106	63
YGR256W	chrVII	1004624	1006102	+	1479	45064	30405
YGL036W	chrVII	428601	431330	+	2730	7582	5523
YGR192C	chrVII	882812	883810	-	999	30713	29379
YGL191W	chrVII	144808	145197	+	390	10380	7238
YGR051C	chrVII	592906	593229	-	324	404	354
YGR013W	chrVII	514554	516416	+	1863	1804	1558
YGR123C	chrVII	736662	738203	-	1542	359	305
YGL209W	chrVII	95858	97006	+	1149	1124	1074
YGL163C	chrVII	193707	196403	-	2697	1152	903
YGR296C-A	chrVII	1088870	1089445	-	576	0	0
YGL178W	chrVII;chrVII	167352;167995	167354;170571	+;+	2580	3450	2721
YGL092W	chrVII	337906	341859	+	3954	1676	1111
YGR132C	chrVII	755589	756452	-	864	8839	6285
YGL208W	chrVII	97338	98585	+	1248	2826	1839
tL(GAG)G	chrVII	700675	700756	+	82	0	0
YGR059W	chrVII	607563	609101	+	1539	196	188
YGR114C	chrVII	720265	720654	-	390	10	13
YGR128C	chrVII	747950	750091	-	2142	1054	738
YGL246C	chrVII	37617	38780	-	1164	744	617
YGL190C	chrVII	145809	147389	-	1581	5462	3637
YGR033C	chrVII	554248	554967	-	720	1736	1316
YGL112C	chrVII	298178	299728	-	1551	1779	1365
YGL001C	chrVII	495453	496502	-	1050	1229	788
YGR168C	chrVII	833352	834482	-	1131	618	289
YGL093W	chrVII	334886	337639	+	2754	1292	880
YGR120C	chrVII	730033	730821	-	789	315	250
YGR027C	chrVII	534132	534458	-	327	2203	1057
YGL259W	chrVII	8470	8967	+	498	51	48
YGR294W	chrVII	1080306	1080668	+	363	15	8
YGR124W	chrVII	739944	741662	+	1719	2493	1663
YGL103W	chrVII;chrVII	310967;311527	311015;311927	+;+	450	104	28
YGL062W	chrVII	385196	388732	+	3537	18935	15623
YGR049W	chrVII	591314	591877	+	564	3924	2859
snR39	chrVII	365163	365251	-	89	9	6
YGR076C	chrVII	637104	637577	-	474	399	314
YGL161C	chrVII	199210	200142	-	933	5617	3420
YGR062C	chrVII	616328	617278	-	951	378	224
tV(AAC)G1	chrVII	412294	412367	-	74	16	7
YGL237C	chrVII	52731	53528	-	798	2118	1589
YGR024C	chrVII	531883	532596	-	714	1437	945
YGR184C	chrVII	859901	865753	-	5853	5137	3582
YGR292W	chrVII	1076599	1078353	+	1755	15	12
YGR151C	chrVII	794655	794990	-	336	0	0
YGL034C	chrVII	433214	433579	-	366	14	10
YGL067W	chrVII	376101	377255	+	1155	387	298
YGR072W	chrVII	634304	635467	+	1164	1199	1057
YGL229C	chrVII	64503	66959	-	2457	530	323
YGR055W	chrVII	599417	601141	+	1725	3086	1656
YGL044C	chrVII	416146	417036	-	891	2552	1915
YGL054C	chrVII	400871	401287	-	417	2409	1433
YGL119W	chrVII	284442	285947	+	1506	1599	1188
YGR068W-A	chrVII	626294	626389	+	96	0	0
YGR206W	chrVII	910432	910737	+	306	671	454
YGR121W-A	chrVII	733412	733627	+	216	19	16
YGL130W	chrVII	266145	267524	+	1380	1767	1662
YGL042C	chrVII	418288	418593	-	306	231	135
YGR090W	chrVII	662358	666071	+	3714	1581	1005
YGR221C	chrVII	937124	938992	-	1869	569	545
YGR143W	chrVII	775193	777508	+	2316	9056	4822
tR(UCU)G1	chrVII	405470	405541	+	72	7	11
YGL218W	chrVII	83650	84300	+	651	0	0
YGL198W	chrVII	123591	124298	+	708	166	78
YGL083W	chrVII	353058	355472	+	2415	591	383
tC(GCA)G	chrVII	707108	707179	-	72	2	4
YGR071C	chrVII	631481	634063	-	2583	1109	862
YGR259C	chrVII	1012481	1012921	-	441	5	2
YGR058W	chrVII	606136	607143	+	1008	866	702
YGL195W	chrVII	131525	139543	+	8019	3335	1895
YGL192W	chrVII	142246	144048	+	1803	0	0
YGL206C	chrVII	102543	107504	-	4962	5681	3707
YGR060W	chrVII	610564	611493	+	930	5261	2471
YGL257C	chrVII	12481	14157	-	1677	1171	823
YGL236C	chrVII	53787	55796	-	2010	578	411
YGR138C	chrVII	763762	765606	-	1845	437	434
YGR015C	chrVII	521090	522076	-	987	490	392
YGL023C	chrVII	450197	452104	-	1908	3528	2765
YGL144C	chrVII	232450	234507	-	2058	308	222
YGL071W	chrVII	372012	374084	+	2073	1798	1288
tK(CUU)G3	chrVII	876394	876466	+	73	0	0
YGR080W	chrVII	642010	643008	+	999	1974	1493
YGL116W	chrVII	289809	291641	+	1833	383	255
YGR035C	chrVII	557072	557422	-	351	683	432
YGL201C	chrVII	117854	120907	-	3054	692	419
YGR212W	chrVII	917040	918446	+	1407	447	349
YGR154C	chrVII	796798	797868	-	1071	1043	668
YGL241W	chrVII	45445	48459	+	3015	428	289
YGL262W	chrVII	5312	5839	+	528	0	0
YGR247W	chrVII	984966	985685	+	720	543	340
YGR199W	chrVII	897502	899781	+	2280	1001	721
YGL260W	chrVII	6860	7090	+	231	1	0
YGR179C	chrVII	853675	854895	-	1221	729	633
YGR011W	chrVII	512497	512823	+	327	161	139
YGL111W	chrVII	299978	301369	+	1392	1693	1651
snR39B	chrVII	366374	366469	-	96	21	12
YGR073C	chrVII	635615	635986	-	372	6	0
YGR155W	chrVII	798543	800066	+	1524	3902	2416
YGL114W	chrVII	293460	295637	+	2178	2724	2401
YGL255W	chrVII	20978	22108	+	1131	19439	16528
YGR066C	chrVII	620921	621799	-	879	4362	3425
YGR233C	chrVII	954674	958210	-	3537	3699	2955
YGR092W	chrVII	668189	669907	+	1719	897	605
YGL041W-A	chrVII	418825	419289	+	465	221	162
YGR171C	chrVII	840824	842551	-	1728	568	377
tW(CCA)G2	chrVII;chrVII	878710;878780	878745;878815	-;-	72	2	2
YGL171W	chrVII	182390	184084	+	1695	492	309
YGL029W	chrVII	440063	440425	+	363	1261	697
YGR040W	chrVII	575398	576504	+	1107	413	277
YGR220C	chrVII	936074	936883	-	810	565	454
YGR268C	chrVII	1026057	1026653	-	597	2811	2232
YGL147C	chrVII	227754	228329	-	576	128	60
tK(CUU)G1	chrVII	122269	122341	+	73	1	0
YGR144W	chrVII	780399	781379	+	981	4720	4163
YGR178C	chrVII	851047	853215	-	2169	7127	5251
YGR113W	chrVII	718893	719924	+	1032	840	761
YGL203C	chrVII	112475	114664	-	2190	2122	1662
YGL048C	chrVII	410069	411286	-	1218	2370	1512
YGR207C	chrVII	910843	911628	-	786	465	315
YGR258C	chrVII	1007671	1010766	-	3096	9826	7091
YGL091C	chrVII	342056	343042	-	987	1148	817
YGR093W	chrVII	670388	671911	+	1524	1037	906
YGR119C	chrVII	728046	729671	-	1626	2388	1888
YGR213C	chrVII	918512	919465	-	954	331	249
YGR061C	chrVII	611889	615965	-	4077	2386	1539
YGL182C	chrVII	157273	157596	-	324	20	15
YGR139W	chrVII	765726	766064	+	339	117	40
YGR121C	chrVII	731449	732927	-	1479	3435	2268
YGL043W	chrVII	417483	418412	+	930	1036	871
YGR280C	chrVII	1050910	1051725	-	816	1625	1592
YGL085W	chrVII	349616	350440	+	825	1379	1200
YGL031C	chrVII	437467	437934	-	468	1038	471
YGR117C	chrVII	725049	726479	-	1431	763	520
YGR254W	chrVII	1000927	1002240	+	1314	26043	27776
YGR235C	chrVII	961360	962061	-	702	2465	1903
YGL124C	chrVII	274780	276714	-	1935	1726	1231
YGR236C	chrVII	962530	962817	-	288	16902	11672
YGL164C	chrVII	191978	193300	-	1323	1676	1069
YGR293C	chrVII	1079885	1080346	-	462	18	18
tL(CAA)G1	chrVII;chrVII	205521;205591	205558;205634	+;+	82	10	3
YGR264C	chrVII	1019598	1021853	-	2256	999	704
YGL234W	chrVII	56482	58890	+	2409	2055	1824
YGL109W	chrVII	303513	303836	+	324	37	38
YGL238W	chrVII	49552	52434	+	2883	1317	995
YGL041C-B	chrVII	418704	418886	-	183	42	12
YGR056W	chrVII	601661	604447	+	2787	1445	1222
YGR201C	chrVII	902520	903197	-	678	9386	5720
YGR239C	chrVII	969187	970053	-	867	736	513
YGR169C-A	chrVII	836387	836665	-	279	2889	1807
YGR185C	chrVII	866336	867520	-	1185	1010	769
YGR189C	chrVII	876669	878192	-	1524	5123	4524
YGR022C	chrVII	529257	529586	-	330	2	2
YGR290W	chrVII	1075482	1075925	+	444	6	2
YGL205W	chrVII	108158	110404	+	2247	973	869
tK(CUU)G2	chrVII	185714	185786	-	73	0	0
YGL221C	chrVII	81426	82292	-	867	2915	1967
YGL108C	chrVII	303649	304071	-	423	561	517
YGL069C	chrVII	375050	375514	-	465	2	1
YGL135W	chrVII	254641	255294	+	654	633	370
YGR253C	chrVII	998358	999140	-	783	2700	1810
YGL053W	chrVII	402589	403302	+	714	4589	3878
YGL101W	chrVII	312193	312840	+	648	608	381
YGR271C-A	chrVII	1037800	1038501	-	702	720	483
YGR267C	chrVII	1025004	1025735	-	732	1307	986
YGR234W	chrVII	959904	961103	+	1200	521	333
YGL251C	chrVII;chrVII	27921;31579	31426;31636	-;-	3564	1307	941
YGL141W	chrVII	238353	241085	+	2733	2258	1417
YGL245W	chrVII	39023	41149	+	2127	2082	1366
YGL007W	chrVII	483260	483637	+	378	45	38
YGL005C	chrVII	489708	490547	-	840	1538	1252
YGL215W	chrVII	87981	89339	+	1359	7010	5061
YGR173W	chrVII	843854	844960	+	1107	907	616
YGL249W	chrVII	33098	35212	+	2115	67	36
YGR161W-C	chrVII	810227	810505	+	279	2699	2257
YGR229C	chrVII	949382	950899	-	1518	1044	900
YGR070W	chrVII	627806	631273	+	3468	4986	3176
YGR135W	chrVII	761392	762168	+	777	1959	1322
YGL014C-A	chrVII	466237	466398	-	162	0	0
YGR225W	chrVII;chrVII	945145;946421	946327;947019	+;+	1782	733	548
YGL258W	chrVII	11110	11730	+	621	34	18
tT(UGU)G1	chrVII	661749	661820	+	72	0	0
YGL139W	chrVII	245716	248124	+	2409	2338	1563
YGL172W	chrVII	180700	182118	+	1419	1816	1361
YGR088W	chrVII	654634	656322	+	1689	106180	77397
YGL126W	chrVII	270997	272139	+	1143	1521	1112
YGR140W	chrVII	767429	770299	+	2871	418	350
YGR129W	chrVII	750400	751047	+	648	4048	2336
YGL027C	chrVII	443642	446143	-	2502	994	811
tL(CAA)G2	chrVII;chrVII	423092;423162	423129;423205	+;+	82	9	4
YGL231C	chrVII	63048	63620	-	573	2015	1383
YGL019W	chrVII	458156	458992	+	837	1700	1450
tR(UCU)G3	chrVII	736340	736411	+	72	1	1
YGR017W	chrVII	523787	524680	+	894	1320	1319
YGR107W	chrVII	702667	703116	+	450	5	0
YGL039W	chrVII	423961	425007	+	1047	161	131
tL(CAA)G3	chrVII;chrVII	857378;857454	857421;857491	-;-	82	2	3
YGL123C-A	chrVII	277634	277864	-	231	0	0
YGL002W	chrVII	494517	495167	+	651	911	635
YGR044C	chrVII	582990	583892	-	903	6306	4800
YGR193C	chrVII	884509	885741	-	1233	2102	1658
YGL033W	chrVII;chrVII;chrVII	435625;435750;436375	435679;436312;436401	+;+;+	645	7	10
YGR165W	chrVII	829116	830153	+	1038	1146	1013
YGL030W	chrVII;chrVII	439091;439324	439093;439638	+;+	318	180	92
YGL128C	chrVII	269293	270144	-	852	1837	2049
YGL063C-A	chrVII	384502	384651	-	150	0	0
YGL007C-A	chrVII	482941	483027	-	87	12	12
YGL175C	chrVII	173285	174322	-	1038	151	81
YGL223C	chrVII	79112	80365	-	1254	978	763
YGR190C	chrVII	880296	880661	-	366	102	60
YGL004C	chrVII	490703	491956	-	1254	1771	1391
YGL148W	chrVII	226399	227529	+	1131	610	446
YGR281W	chrVII	1052824	1057257	+	4434	9528	5050
tH(GUG)G2	chrVII	319781	319852	+	72	1	0
tF(GAA)G	chrVII;chrVII	440716;440771	440751;440807	-;-	73	0	0
YGR078C	chrVII	639772	640371	-	600	335	253
YGL133W	chrVII	257707	261501	+	3795	3932	2683
tV(AAC)G2	chrVII	823482	823555	+	74	32	20
YGR295C	chrVII	1081584	1082729	-	1146	1450	1012
YGR048W	chrVII	589826	590911	+	1086	2409	1731
YGR065C	chrVII	618077	619858	-	1782	14353	7818
YGL051W	chrVII	403687	404391	+	705	360	255
YGL220W	chrVII	82374	82736	+	363	2182	1628
YGR019W	chrVII	525229	526644	+	1416	4922	3690
YGL010W	chrVII	475545	476069	+	525	1357	737
YGL090W	chrVII	343319	344584	+	1266	995	992
YGR054W	chrVII	596693	598621	+	1929	2034	1389
YGR174W-A	chrVII	846655	846741	+	87	981	646
YGL032C	chrVII	436570	436833	-	264	21	33
tE(UUC)G2	chrVII	401527	401598	-	72	1	2
YGL179C	chrVII	163409	165091	-	1683	636	500
tE(UUC)G3	chrVII	541850	541921	+	72	0	2
YGR002C	chrVII	498476	499906	-	1431	1701	1683
YGL134W	chrVII	255663	256964	+	1302	2357	2174
YGL235W	chrVII	55279	55815	+	537	4	3
YGL006W	chrVII	485921	489442	+	3522	10923	7359
YGR028W	chrVII	542203	543291	+	1089	2017	1409
YGR283C	chrVII	1059015	1060040	-	1026	447	308
YGR249W	chrVII	988049	989419	+	1371	1069	1090
snR82	chrVII	316788	317055	+	268	60	89
snR7-L	chrVII	939459	939672	-	214	1	0
YGL232W	chrVII;chrVII	62075;62190	62131;63002	+;+	870	620	437
YGL157W	chrVII	209006	210049	+	1044	4089	3861
YGL118C	chrVII	288014	288451	-	438	18	8
YGR012W	chrVII	513159	514340	+	1182	832	553
YGR242W	chrVII	976415	976723	+	309	78	27
YGR014W	chrVII	516943	520863	+	3921	1020	816
YGR038C-A	chrVII	566145	567467	-	1323	0	0
YGR161C-C	chrVII	821693	823015	-	1323	0	0
YGR027W-A	chrVII	536057	537379	+	1323	0	0
YGR109W-A	chrVII	707610	708482	+	873	0	0
YGR027W-B	chrVII	536057	541325	+	5269	17	2
YGR038C-B	chrVII	562199	567467	-	5269	9	12
YGR161C-D	chrVII	817747	823015	-	5269	27	26
YGR161W-A	chrVII	811738	813054	+	1317	0	0
YGR109W-B	chrVII	707610	712254	+	4645	987	797
YGR161W-B	chrVII	811738	817051	+	5314	0	0
YLL050C	chrXII;chrXII	39804;40401	40221;40414	-;-	432	1325	828
YLL032C	chrXII	74270	76747	-	2478	1126	811
YLR466W	chrXII	1067087	1071235	+	4149	19	9
YLR054C	chrXII;chrXII	248717;250948	250860;250978	-;-	2175	1143	1183
YLR437C	chrXII	1011622	1012023	-	402	306	257
YLR217W	chrXII	572909	573232	+	324	16	5
YLL056C	chrXII	27409	28305	-	897	728	482
YLR128W	chrXII;chrXII	398530;398627	398532;399433	+;+	810	840	607
YLR279W	chrXII	704309	704698	+	390	41	16
YLR075W	chrXII	282927	283592	+	666	1608	870
YLR052W	chrXII	247201	247953	+	753	1771	1147
YLR159C-A	chrXII	485711	485842	-	132	0	0
YLR025W	chrXII	194452	195174	+	723	5758	5041
YLR049C	chrXII	243886	245172	-	1287	125	116
YLR308W	chrXII	747937	748875	+	939	94	35
YLR032W	chrXII	204991	208500	+	3510	1064	527
ETS2-2	chrXII	460712	460922	-	211	0	0
YLR251W	chrXII	641464	642057	+	594	11734	6874
YLR321C	chrXII	776584	777864	-	1281	757	429
YLR327C	chrXII	783127	783387	-	261	54481	26660
YLR154C-H	chrXII	468827	468958	-	132	0	0
YLR247C	chrXII	628684	633354	-	4671	6120	3379
YLR167W	chrXII	498947	499405	+	459	5643	2619
YLR220W	chrXII	576825	577793	+	969	1445	806
YLR455W	chrXII	1053629	1054543	+	915	736	509
YLR282C	chrXII	705071	705412	-	342	3	1
YLR094C	chrXII	327730	329238	-	1509	2603	1918
YLR272C	chrXII	683672	687202	-	3531	345	281
YLR264C-A	chrXII	673828	673944	-	117	66	32
YLR338W	chrXII	804346	805203	+	858	54	29
YLR181C	chrXII	516678	517670	-	993	779	584
YLR458W	chrXII	1056455	1056835	+	381	9	3
YLR180W	chrXII	515262	516410	+	1149	321	277
YLR250W	chrXII	640317	641021	+	705	3840	2233
YLR222C-A	chrXII	582006	582236	-	231	4	0
YLR424W	chrXII	973395	975521	+	2127	499	368
YLR253W	chrXII	642627	644336	+	1710	1494	1053
YLR390W-A	chrXII	903724	904440	+	717	28793	20236
YLR233C	chrXII	607425	609524	-	2100	599	524
YLR347W-A	chrXII	824789	824929	+	141	0	0
YLR117C	chrXII	382471	384534	-	2064	1878	1554
YLR110C	chrXII	369697	370098	-	402	3077	3413
YLR072W	chrXII	278862	280943	+	2082	2247	1426
YLR069C	chrXII	271630	273915	-	2286	1124	719
YLR403W	chrXII	925568	927619	+	2052	6177	4128
YLR008C	chrXII	165577	166083	-	507	318	275
YLR231C	chrXII	605758	607119	-	1362	3379	2335
YLR264W	chrXII	673131	673334	+	204	69	54
YLR164W	chrXII	493883	494389	+	507	1926	1095
YLR079W	chrXII	286820	287674	+	855	2518	2295
YLR103C	chrXII	343989	345941	-	1953	211	122
YLR170C	chrXII	500579	501049	-	471	0	0
YLR228C	chrXII	600019	602463	-	2445	948	555
YLL036C	chrXII	66745	68256	-	1512	1328	882
YLR467C-A	chrXII	1077050	1077532	-	483	0	0
YLR198C	chrXII	547286	547645	-	360	1	0
snR61	chrXII	794486	794575	-	90	0	3
YLR411W	chrXII	947253	947978	+	726	284	151
YLR056W	chrXII	253861	254958	+	1098	2661	1332
YLR429W	chrXII	990777	992732	+	1956	4776	2865
YLL060C	chrXII	21138	21839	-	702	2234	1713
YLR310C	chrXII	752224	756993	-	4770	6773	4101
YLR342W	chrXII	809997	815627	+	5631	2761	2120
YLR017W	chrXII	177608	178621	+	1014	1227	863
tL(UAG)L2	chrXII;chrXII	732090;732147	732127;732190	+;+	82	0	0
YLR304C	chrXII	735212	737548	-	2337	6646	3227
YLL052C	chrXII	35912	36361	-	450	87	40
YLR027C	chrXII	196829	198085	-	1257	4634	3539
YLR214W	chrXII	568567	570627	+	2061	883	936
ITS2-2	chrXII	464319	464550	-	232	7	2
YLL062C	chrXII	16639	17613	-	975	446	255
YLR378C	chrXII	875736	877178	-	1443	1893	1490
YLR023C	chrXII	185498	187129	-	1632	2193	1781
YLR425W	chrXII	982894	986817	+	3924	1821	1592
YLR073C	chrXII	281019	281621	-	603	291	213
YLL008W	chrXII	131729	133987	+	2259	2775	2355
YLL063C	chrXII	14648	16072	-	1425	244	194
YLR449W	chrXII	1030834	1032012	+	1179	1835	1192
YLL046C	chrXII	46714	47463	-	750	21	24
YLR089C	chrXII	318237	320015	-	1779	7151	3894
RDN18-1	chrXII	455933	457732	-	1800	0	0
YLR020C	chrXII	181789	183405	-	1617	706	872
YLR190W	chrXII	535214	536689	+	1476	936	766
YLR045C	chrXII	235037	237703	-	2667	389	301
YLR285W	chrXII	707360	708145	+	786	419	233
YLR322W	chrXII	777628	777942	+	315	11	7
YLR276C	chrXII	695046	696830	-	1785	2008	1202
YLR346C	chrXII	822287	822592	-	306	1675	1212
YLR156W	chrXII	472113	472457	+	345	0	0
YLR135W	chrXII	413281	415527	+	2247	1102	858
YLR261C	chrXII	668237	668563	-	327	81	56
YLL066C	chrXII;chrXII	6120;9550	9450;9836	-;-	3618	5	10
YLR077W	chrXII	283872	285623	+	1752	1433	1094
YLR144C	chrXII	429677	432016	-	2340	1374	1131
YLR414C	chrXII	953353	954144	-	792	22926	17848
YLR030W	chrXII	203290	204081	+	792	1558	1007
YLR301W	chrXII	730825	731559	+	735	296	199
YLR252W	chrXII	641957	642262	+	306	1484	812
YLR427W	chrXII	988428	990440	+	2013	2697	1807
YLR200W	chrXII	549012	549356	+	345	1625	1115
YLR150W	chrXII	440467	441288	+	822	4005	2302
YLL021W	chrXII	100947	105347	+	4401	1916	1684
YLR078C	chrXII;chrXII	285736;286557	286467;286559	-;-	735	1070	894
YLR153C	chrXII	445524	447575	-	2052	3062	1708
YLR404W	chrXII	928743	929600	+	858	432	221
YLR014C	chrXII	172268	174982	-	2715	519	431
YLL005C	chrXII	137940	140546	-	2607	1073	568
tQ(UUG)L	chrXII	448650	448721	-	72	1	0
YLR262C	chrXII	668244	668891	-	648	665	397
YLR296W	chrXII	722978	723304	+	327	5	5
YLR234W	chrXII	609783	611753	+	1971	220	173
YLR096W	chrXII	332590	336033	+	3444	2345	1734
YLR271W	chrXII	682737	683561	+	825	3926	3385
YLR033W	chrXII	208761	210269	+	1509	1332	1066
YLR278C	chrXII	699999	704024	-	4026	2384	1537
YLL055W	chrXII	30109	31704	+	1596	1994	1646
YLR266C	chrXII	675619	677724	-	2106	1503	859
YLL030C	chrXII	80356	80697	-	342	17	17
YLR323C	chrXII	778173	778952	-	780	878	699
YLR007W	chrXII	164392	165402	+	1011	3140	1895
YLR406C-A	chrXII	932206	932355	-	150	8	4
YLL015W	chrXII	116432	121111	+	4680	3891	2515
YLR343W	chrXII	816094	817761	+	1668	244	275
YLR269C	chrXII	680866	681216	-	351	165	74
tN(GUU)L	chrXII	975983	976056	-	74	0	0
YLR210W	chrXII	562008	563390	+	1383	193	153
YLR058C	chrXII	257992	259401	-	1410	2838	1566
YLR145W	chrXII	432168	432773	+	606	245	273
YLR080W	chrXII	287916	289250	+	1335	3956	3834
YLR443W	chrXII	1022625	1023971	+	1347	742	356
YLR325C	chrXII	781143	781379	-	237	3124	1513
YLL006W	chrXII	136586	137866	+	1281	912	714
YLR074C	chrXII	281956	282456	-	501	1705	1326
RDN5-5	chrXII	485697	485815	+	119	0	0
YLR311C	chrXII	757265	757612	-	348	213	90
YLR191W	chrXII	537272	538432	+	1161	1408	983
YLR235C	chrXII	611532	611930	-	399	0	0
YLR364C-A	chrXII	855523	855645	-	123	0	0
ITS2-1	chrXII	455182	455413	-	232	7	2
YLR288C	chrXII	713480	714904	-	1425	1316	898
YLL001W	chrXII	147890	150163	+	2274	1742	1049
YLR409C	chrXII	934414	937233	-	2820	1119	706
YLR099C	chrXII	339744	340928	-	1185	5725	5305
YLR131C	chrXII	404510	406822	-	2313	783	710
YLR362W	chrXII	849866	852019	+	2154	2770	2282
YLR256W	chrXII	646415	650923	+	4509	2772	1877
YLR068W	chrXII	271008	271463	+	456	761	528
YLR101C	chrXII	342566	342961	-	396	78	51
YLR341W	chrXII	807385	808818	+	1434	13	20
YLL054C	chrXII	32673	35204	-	2532	658	489
YLR186W	chrXII	523632	524390	+	759	367	271
YLR143W	chrXII	427329	429386	+	2058	577	387
YLR368W	chrXII	857540	859336	+	1797	1937	1426
YLR393W	chrXII	907079	907918	+	840	444	273
YLR176C	chrXII	507797	510232	-	2436	717	495
YLR126C	chrXII	394765	395520	-	756	356	171
YLR099W-A	chrXII	341325	341588	+	264	414	247
YLR423C	chrXII	971917	973170	-	1254	2335	1256
YLR357W	chrXII	841331	844000	+	2670	919	718
YLR197W	chrXII	546097	547611	+	1515	1389	848
ETS1-1	chrXII	457733	458432	-	700	1	2
YLR187W	chrXII	524865	527945	+	3081	1918	1055
RDN5-2	chrXII	468813	468931	+	119	0	0
YLL034C	chrXII	70633	73146	-	2514	640	564
YLL023C	chrXII	97997	98836	-	840	10532	8170
YLR065C	chrXII	266373	266918	-	546	441	302
YLL031C	chrXII	77152	80205	-	3054	2550	1932
YLR419W	chrXII	958428	962735	+	4308	1762	1158
YLR149C-A	chrXII	440370	440456	-	87	308	183
YLR294C	chrXII	721701	722030	-	330	1388	825
YLR405W	chrXII	929789	930892	+	1104	592	330
YLR157C-C	chrXII	482059	482190	-	132	0	0
YLR463C	chrXII	1066265	1066816	-	552	0	0
YLR026C	chrXII	195450	196472	-	1023	1006	954
YLR267W	chrXII	678212	679924	+	1713	4914	2866
YLR093C	chrXII;chrXII	326513;327400	327258;327415	-;-	762	5248	3296
YLR085C	chrXII	300673	301989	-	1317	952	611
YLR246W	chrXII	627118	628197	+	1080	1116	760
YLR433C	chrXII	1004347	1006008	-	1662	2553	1642
YLR227C	chrXII	590562	592043	-	1482	574	315
YLR012C	chrXII	169982	170281	-	300	68	26
YLR111W	chrXII	370391	370723	+	333	31	36
YLR152C	chrXII	442958	444688	-	1731	6476	3890
YLR370C	chrXII	861718	862254	-	537	4080	3282
YLL026W	chrXII	88623	91349	+	2727	36324	30174
YLR289W	chrXII	715089	717026	+	1938	598	468
YLL066W-B	chrXII	5605	5775	+	171	0	1
YLR114C	chrXII	374944	377238	-	2295	1732	1548
YLR213C	chrXII	566654	567922	-	1269	532	418
YLR146C	chrXII	432823	433725	-	903	278	164
YLR445W	chrXII;chrXII	1024189;1024655	1024572;1024837	+;+	567	19	18
RDN18-2	chrXII	465070	466869	-	1800	0	0
YLR169W	chrXII	500335	500688	+	354	317	158
YLR202C	chrXII;chrXII	550194;550575	550458;550636	-;-	327	87	71
YLL053C	chrXII	35503	35961	-	459	43	44
YLR333C	chrXII	795573	795899	-	327	359	236
YLR082C	chrXII	292394	293572	-	1179	1027	692
